probing_dataset,emotion,text_example,character
rep_e,anger,You're accused of something you didn't do.,None
rep_e,anger,Your roommate eats your labeled food from the fridge.,None
rep_e,anger,"Someone neglects their responsibilities, leaving them for you.",None
rep_e,anger,A person habitually uses your belongings without permission.,None
rep_e,anger,You're not given a chance to speak in a debate.,None
rep_e,anger,Someone carelessly spills a drink on your paperwork.,None
rep_e,anger,A project you've invested in fails because of others' laziness.,None
rep_e,anger,You're constantly being sidelined in team activities.,None
rep_e,anger,Someone breaks a promise they made to you.,None
rep_e,anger,Your mail is opened by someone else without your consent.,None
rep_e,anger,You're given unrealistic deadlines without prior notice.,None
rep_e,anger,Your efforts are constantly overshadowed by someone's boastful nature.,None
rep_e,anger,Someone is patronizing towards you in a discussion.,None
rep_e,anger,You're denied an opportunity for no valid reason.,None
rep_e,anger,Someone doesn't respect your personal boundaries.,None
rep_e,anger,Your newly painted wall is graffitied by vandals.,None
rep_e,anger,A person doesn't repay a debt and avoids you.,None
rep_e,anger,You're not acknowledged for your contributions in a project.,None
rep_e,anger,You're constantly being compared unfavorably to someone else.,None
rep_e,anger,Your privacy settings are altered without your knowledge.,None
rep_e,anger,You're habitually made the butt of jokes.,None
rep_e,anger,A person doesn't value your time and keeps you waiting.,None
rep_e,anger,Someone shirks their responsibilities and places the blame on others.,None
rep_e,anger,Your trust is betrayed by someone you confided in.,None
rep_e,anger,A friend constantly borrows money but never pays back.,None
rep_e,anger,You're not credited in a presentation you largely worked on.,None
rep_e,anger,Someone disregards a clear sign and disrupts your environment.,None
rep_e,anger,You're frequently overlooked for opportunities without explanation.,None
rep_e,anger,A package meant for you is carelessly damaged by the delivery person.,None
rep_e,anger,You're not invited to a gathering of peers.,None
rep_e,anger,Your shared space is occupied without your consent.,None
rep_e,anger,You find someone mocking your personal tastes.,None
rep_e,anger,A person consistently fails to adhere to agreed-upon rules.,None
rep_e,anger,Your contribution is edited out without prior consultation.,None
rep_e,anger,Someone uses up all the hot water before you can shower.,None
rep_e,anger,A project partner doesn't pull their weight.,None
rep_e,anger,Your belongings are borrowed and returned damaged.,None
rep_e,anger,A teammate takes a casual approach to urgent tasks.,None
rep_e,anger,You're regularly made to feel like an outsider in discussions.,None
rep_e,anger,Someone parks their car blocking your driveway.,None
rep_e,anger,You're not given the resources you were promised for a task.,None
rep_e,anger,Someone backtracks on an important agreement.,None
rep_e,anger,You find out someone is talking behind your back.,None
rep_e,anger,Your suggestions are constantly brushed aside.,None
rep_e,anger,Someone intentionally omits you from an email chain.,None
rep_e,anger,A friend commits to something on your behalf without consulting you.,None
rep_e,anger,You're unfairly penalized for something out of your control.,None
rep_e,anger,Someone consistently mispronounces your name despite corrections.,None
rep_e,anger,You're left out of a decision-making process.,None
rep_e,anger,Someone frequently changes plans without notifying you.,None
rep_e,anger,A close one dismisses your feelings or concerns.,None
rep_e,anger,You're constantly interrupted during presentations.,None
rep_e,anger,Someone comments negatively on something you hold dear.,None
rep_e,anger,Your shared resources are depleted without your knowledge.,None
rep_e,anger,You're given a task without the necessary instructions.,None
rep_e,anger,Someone behaves in a dismissive manner toward your concerns.,None
rep_e,anger,"You've been on hold with customer service for over an hour, and they disconnect.",None
rep_e,anger,You discover someone took the last slice of your favorite cake without asking.,None
rep_e,anger,"While parking, someone takes the spot you'd been waiting for.",None
rep_e,anger,Your roommate borrows your clothes without permission and ruins them.,None
rep_e,anger,You find out a colleague has been spreading untrue rumors about you at work.,None
rep_e,anger,The waiter brings out the wrong meal order after a long wait.,None
rep_e,anger,Someone spoils the ending of a book you've been excitedly reading.,None
rep_e,anger,You learn that a project you worked on was claimed by another team member.,None
rep_e,anger,You're assigned extra work on a weekend due to someone else's mistakes.,None
rep_e,anger,Your freshly cleaned car gets splashed with mud from a passing vehicle.,None
rep_e,anger,You hear someone making fun of a topic you're passionate about.,None
rep_e,anger,Someone uses the last of the milk and puts the empty carton back in the fridge.,None
rep_e,anger,You've been skipped in line after waiting for a long time.,None
rep_e,anger,A teammate takes credit for an idea you came up with during a meeting.,None
rep_e,anger,You find a significant error in an important document after it's been distributed.,None
rep_e,anger,You discover your sibling has been snooping around your personal belongings.,None
rep_e,anger,The vending machine malfunctions and doesn't give you your snack.,None
rep_e,anger,Your order from an online store arrives late and is damaged.,None
rep_e,anger,"You're given incorrect directions and end up lost, making you late.",None
rep_e,anger,"A friend cancels plans at the last minute, for the third time in a row.",None
rep_e,anger,Someone interrupts you every time you try to speak in a group setting.,None
rep_e,anger,You're not invited to a gathering that all your friends are attending.,None
rep_e,anger,You find out that someone has been using your work tools without permission.,None
rep_e,anger,Your neighbor's loud music keeps you awake at night.,None
rep_e,anger,"A coworker microwaves fish in the office, leaving a lingering smell.",None
rep_e,anger,You discover someone has thrown out items you were saving.,None
rep_e,anger,Your special dietary needs are ignored at a group dinner.,None
rep_e,anger,You find out someone has been reading your personal diary.,None
rep_e,anger,A dog owner doesn't clean up after their pet in the community park.,None
rep_e,anger,You're blamed for a decision that was made collectively.,None
rep_e,anger,You overhear someone making a derogatory comment about your hometown.,None
rep_e,anger,"The computer crashes, erasing hours of your unsaved work.",None
rep_e,anger,Someone uses your favorite mug at the office and then leaves it dirty.,None
rep_e,anger,A friend reveals a personal secret you confided in them.,None
rep_e,anger,You're constantly being talked over during a discussion.,None
rep_e,anger,Your freshly washed floor has muddy footprints from someone's shoes.,None
rep_e,anger,You receive a gift that suggests a passive-aggressive message.,None
rep_e,anger,"Your new purchase is faulty, and the store won't accept a return.",None
rep_e,anger,Someone keeps leaving passive-aggressive notes in the communal area.,None
rep_e,anger,You're stuck in traffic because of an avoidable roadblock.,None
rep_e,anger,A friend repeatedly borrows money but never pays back.,None
rep_e,anger,Someone constantly taps their pen during a quiet study session.,None
rep_e,anger,Your carefully prepared presentation is rescheduled without notice.,None
rep_e,anger,You're accused of not doing a chore that wasn't your responsibility.,None
rep_e,anger,Someone brings up an embarrassing past event in front of new acquaintances.,None
